asin,categories/0/0,description,title,price,salesRank/Books,imUrl,genre
6547265,Books,"'Smiley's achievement is to communiate so successfully the failure of communication. She has anatomised a network of relationships, focusing with almost impossible subtlety on the gaps between people.' Lesley Glaister, The Times 'Entirely gripping...This book is so alive in its detail that you can practically smell the tack and the straw and hear the animals shifting in their stalls.Jane Smiley 's unobtrusive prose is very good at evoking the bleakness of the heart, but it can also illuminate moments almost beyond articulacy.'Anita Mason, Independent on Sunday--This text refers to thePrint on Demand(Paperback) edition.",,5.99,,,Fiction
6548369,Books,,Catholics,11.07,7592932,http://ecx.images-amazon.com/images/I/41F62Q0VJQL.jpg,Fiction
6550339,Books,"Text: English, Norwegian (translation)--This text refers to an out of print or unavailable edition of this title.",The Kon-Tiki Expedition: By Raft Across the South Seas,5.12,2120998,http://ecx.images-amazon.com/images/I/51DAKVG4Q5L.jpg,City Book/Travel Guide
6550436,Books,"At the beginning of Amy Tan's fourth novel, two packets of papers written in Chinese calligraphy fall into the hands of Ruth Young. One bundle is titledThings I Know Are Trueand the other,Things I Must Not Forget. The author? That would be the protagonist's mother, LuLing, who has been diagnosed with Alzheimer's disease. In these documents the elderly matriarch, born in China in 1916, has set down a record of her birth and family history, determined to keep the facts from vanishing as her mind deteriorates.A San Francisco career woman who makes her living by ghostwriting self-help books, Ruth has little idea of her mother's past or true identity. What's more, their relationship has tended to be an angry one. Still, Ruth recognizes the onset of LuLing's decline--along with her own remorse over past rancor--and hires a translator to decipher the packets. She also resolves to 'ask her mother to tell her about her life.For once, she would ask.She would listen.She would sit down and not be in a hurry or have anything else to do .'Framed at either end by Ruth's chapters, the central portion ofThe Bonesetter's Daughtertakes place in China in the remote, mountainous region where anthropologists discovered Peking Man in the 1920s. Here superstition and tradition rule over a succession of tiny villages. And here LuLing grows up under the watchful eye of her hideously scarred nursemaid, Precious Auntie. As she makes clear, it's not an enviable setting:I noticed the ripe stench of a pig pasture, the pockmarked land dug up by dragon-bone dream-seekers, the holes in the walls, the mud by the wells, the dustiness of the unpaved roads. I saw how all the women we passed, young and old, had the same bland face, sleepy eyes that were mirrors of their sleepy minds.Nor is rural isolation the worst of it. LuLing's family, a clan of ink makers, believes itself cursed by its connection to a local doctor, who cooks up his potions and remedies from human bones. And indeed, a great deal of bad luck befalls the narrator and her sister GaoLing before they can finally engineer their escape from China. Along the way, familial squabbles erupt around every corner, particularly among mothers, daughters, and sisters. And as she did in her earlierThe Joy Luck Club, Amy Tan uses these conflicts to explore the intricate dynamic that exists between first-generation Americans and their immigrant elders.--Victoria Jenkins--This text refers to an out of print or unavailable edition of this title.",The Bonesetter's Daughter,6.83,1409075,http://ecx.images-amazon.com/images/I/514QpHx5Y4L.jpg,Fiction
6550452,Books,"Without a sharp focus, authors tackle the history of modern India at their peril. French, whose first book, Younghusband, won the 1995 Somerset Maugham Award, tries to do a bit too much. It's difficult to uncover new ground in the well-spaded turf of Indian independence. French is not the first to see Gandhi as a crank obsessed with bowel functions, Winston Churchill as a racist and the 1947 British exit strategy as a case of muddling through. He does, however, succeed at filling in some gaps, especially about British intelligence operations. French (who ran for Britain's parliament as a Green candidate and is currently director of the Free Tibet Campaign) nagged the Foreign Office to declassify 92 'bottle - green boxes' of files, and his analysis reveals a dying Raj under severe financial stress held together by undercover operations. Although his criticisms of Larry Collins and Dominique Lapierre's Freedom at Midnight are unlikely to dethrone that classic, he argues persuasively that the authors swallowed an elderly Lord Mountbatten's egocentric recollections and inaccurately made the creation of Pakistan a cliff-hanger dependent on the health of Mohammed Ali Jinnah. Noteworthy also are glimpses of various British viceroys, perspectives on the amalgamation of the princely states into the nation and an update on the increasing adulation in India of Axis ally Subhas Chandra Bose. French's travel notes and wit leaven the narrative somewhat, but many readers will find that this demanding journey covers too much territory too quickly.Copyright 1999 Reed Business Information, Inc.",Liberty or Death: India's Journey to Independence and Division,12.03,1130881,http://ecx.images-amazon.com/images/I/81mLi2H4InL.jpg,History
6550479,Books,"Yes, it's &quot;that&quot; Ethan Hawke. Ethan Hawke the actor. In this slim debut novel, he tells a coming-of-age tale of a fairly unpleasant young actor from Texas named William who lives in Manhattan and is working his way through an ugly little relationship with a singer/songwriter named Sarah. William's parents married young and split up early and he's not too happy with the world at large. Sarah can't quite make heads or tails of her mother. The pair has sex in the bathroom and talks quite a bit about their relationship. It all has a certain ring of truth, but at this point it's probably safe to say that Hawke's movie agent will probably make a better living off the young actor/writer than Hawke's literary agent.--This text refers to an out of print or unavailable edition of this title.",The Hottest State,11.6,4155567,http://ecx.images-amazon.com/images/I/41KFACRWEWL.jpg,Education
6551386,Books,"With his new bookTrilobite! Eyewitness to Evolution, Richard Fortey confirms his status as one of the best communicators of science around today. His hugely enjoyable previous book,Life: A Natural History of the First Four Billion Years of Life on Earth, was shortlisted for the 1998 Rhone-Poulenc science book prize, butTrilobite!is sure to receive even greater acclaim. WhereasLifetook the reader on a whistle-stop tour of evolution from start to present--a huge undertaking that necessarily granted little space to each time period or taxonomic group--Trilobite!sees Fortey indulging in a whole book about his overriding paleontological passion, the long extinct and enigmatic creatures of the title. The result is a joy.Trilobites--woodlicelike creatures that dominated the world's oceans long before the time of the dinosaurs--are, arguably, the most beautiful animals that have ever been chipped out of the fossil record. Fortey certainly seems to think so. His enthusiastic, almost loving explanations of the anatomy, ecology, and long evolutionary history of these fascinating vanished creatures carry the reader on an inspirational journey into the Earth's distant past. But the book is much more than a technical treatise on trilobites. We learn about Fortey himself, his formative years as an amateur then professional paleontologist, about his much-loved teachers and colleagues, and above all, about that strange but addictive pastime known as science. You may not find arthropods as charming as Fortey does, but you will not fail to be charmed by the author. A delightful read.--Chris Lavers, Amazon.co.uk--This text refers to theHardcoveredition.",Trilobite: Eyewitness to Evolution,10.99,4882600,http://ecx.images-amazon.com/images/I/71PTeo16OsL.jpg,Fiction
6551742,Books,,Accursed Mountains,18.15,2002059,http://ecx.images-amazon.com/images/I/41XHDPEP7JL.jpg,Fiction
6551807,Books,"Any talk ofThe Namesake--Jhumpa Lahiri's follow-up to her Pulitzer Prize-winning debut,Interpreter of Maladies--must begin with a name: Gogol Ganguli. Born to an Indian academic and his wife, Gogol is afflicted from birth with a name that is neither Indian nor American nor even really a first name at all. He is given the name by his father who, before he came to America to study at MIT, was almost killed in a train wreck in India. Rescuers caught sight of the volume of Nikolai Gogol's short stories that he held, and hauled him from the train. Ashoke gives his American-born son the name as a kind of placeholder, and the awkward thing sticks.Awkwardness is Gogol's birthright. He grows up a bright American boy, goes to Yale, has pretty girlfriends, becomes a successful architect, but like many second-generation immigrants, he can never quite find his place in the world. There's a lovely section where he dates a wealthy, cultured young Manhattan woman who lives with her charming parents. They fold Gogol into their easy, elegant life, but even here he can find no peace and he breaks off the relationship.  His mother finally sets him up on a blind date with the daughter of a Bengali friend, and Gogol thinks he has found his match. Moushumi, like Gogol, is at odds with the Indian-American world she inhabits. She has found, however, a circuitous escape: 'At Brown, her rebellion had been academic...she'd pursued a double major in French. Immersing herself in a third language, a third culture, had been her refuge--she approached French, unlike things American or Indian, without guilt, or misgiving, or expectation of any kind.'Lahiri documents these quiet rebellions and random longings with great sensitivity.There 's no cleverness or showing - off inThe Namesake, just beautifully confident storytelling.Gogol's story is neither comedy nor tragedy;it 's simply that ordinary, hard - to - get - down - on - paper commodity: real life.--Claire Dederer--This text refers to an out of print or unavailable edition of this title.",,11,,,Fiction
6552021,Books,"'Fresh and original...Woolley thinks and writes beautifully. This is a distinguished and rather brilliant book - it's also a rattling good story.' Lisa Jardine 'A fascinating, brilliant account of the Renaissance world picture...' Kathryn Hughes, New Statesman 'Woolley handsomely captures a society torn between rationality and romance, cynicism and hero worship.' New Scientist 'An informative and enlightening book. It offers concise and lucid explanations of Dee's more abstruse and arcane theories. And it is immensely enjoyable, its narrative exciting and inexorable. I have not read as stimulating a study of the Elizabethan period since Charles Nicholl's book on Marlowe, 'The Reckoning '.' Thomas Wright, Daily Telegraph Praise for 'The Herbalist': 'The research is superb - rich, detailed, and original - and the lives Benjamin Woolley describes are as passionate as the great events of the English Civil War around which they orbit.' Adam Nicolson",The Queen's Conjuror: The Life and Magic of Dr. Dee,7.59,2099175,http://ecx.images-amazon.com/images/I/51A1BGB0BBL.jpg,Fiction
6552358,Books,"'Everything you wanted to know about cannibalism but were afraid to ask is here.' Daily Telegraph 'Filled with tales of wonder,sadness and extraordinary behaviour.' Sunday Times",Beyond the Coral Sea: Travels in the Old Empires of the South-West Pacific,7.59,2294703,http://ecx.images-amazon.com/images/I/51Q6CQ34Q6L.jpg,City Book/Travel Guide
6647782,Books,"PreSchool-Stanley poses the title question in relation to 12 familiar animals and replies with the sounds they make. 'What do you say to a pig ? oink oink / What do you say to a lion ? rrrrrooooar - .' The final colorful underwater spread reads: 'And what do you say to a little fish ?' The turn of the page reveals the answer: 'Hello little fish!' Set against contrasting pastel backgrounds, the creatures are centered on each page with their sounds written in playful fonts underneath. A solid, but not particularly inspired concept book for lapsits and toddler storytimes.Olga R. Kuharets, Broward County Libraries, Fort Lauderdale, FLCopyright 2003 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",What Do You Say?,5.1,1605070,http://ecx.images-amazon.com/images/I/51mFVTuVRQL.jpg,Spiritual
6733271,Books,"'An exciting, highly imaginative, and sometimes profound fantasy of humor and heroism.'--The New York TimesonThe Castle of Llyr 'Once-in-a-lifetime reading that will assure Prydain a permanent place in geographies of fictional territories.'--Kirkus Reviews(Starred Review) onThe Black Cauldron 'A very funny adventure tale ... The writing is sophisticated.'--Bulletin of the Center for Children & BooksonThe Book of Three; 'The author ... leavens with high good humor the high fantasy.'--Kirkus Reviews(Starred Review) onThe Book of Three,  'A wise and wondrous tale.'--BooklistonThe Black Cauldron 'Character and dialogue is handled humorously and dextrously, which sets this classic-in-the-making apart from other folklore-based fantasies'--Kirkus Reviews(Starred Review) onThe Castle of Llyr & 'All of the color and adventure one expects in the land of fantasy.'--Bulletin of the Center for Children&# 8217;s BooksonTaran Wanderer; 'The book has the philosophical depth and overtones of great fantasy.' --The Horn BookonThe High King--This text refers to an alternatePaperbackedition.",Chronicles of Prydain,18.75,7269506,,Fiction
6749526,Books,"Praise for The Indian in the Cupboard 'An assured piece of story - telling, well able to stand comparison with older classics.' Times Educational Supplement 'Enthralling and hair - raising reading.' TLS Praise for The Secret of the Indian 'There have been many famous stories in which children 's toys come alive: this book is in the same great tradition.' School Library Association Praise for The Key to the Indian'...a swiftly-moving, tightly-plotted, exciting, funny tale, which will keep the reader firmly hooked and frantically turning the pages.' Carousel",The Indian Trilogy:  The Indian in the Cupboard / Return of the Indian / The Secret of the Indian,4.22,213692,http://ecx.images-amazon.com/images/I/511y%2BrhPp6L.jpg,Fiction
6751032,Books,"Grade 4-8.  Elements of fantasy and fiction are woven into this fast-paced adventure. A student runs away from boarding school and meets an elderly lady, whom he later discovers is a ghost. She tells the story of another boy, Bertie, who grew up long ago in Africa and eventually became her husband. Lonely and neglected by his parents, he rescues an abandoned white lion cub and cares for it, gradually forming a close bond. After some years the boy's parents abruptly decide to send him to school in England and sell the lion. Bertie attempts to save the animal by returning it to the jungle, but it has lost its ability to survive in the wild and returns to the only home it has known. A French circus owner buys the lion, and the boy vows never to forget him. Twelve years later, Bertie fights in World War I and is decorated for rescuing wounded comrades. In a small French town he finally finds his lion, starving and near death, and the two friends are reunited. Heartened by the woman's tale, the student returns to school. This touching story is well written and emotionally satisfying. Readers will be drawn to this fascinating tale of a unique friendship between boy and beast. In addition to being a successful adventure story, the book demonstrates the value of character?of keeping promises, standing up for one's beliefs, and courage under fire.?Gebregeorgis Yohannes, San Francisco Public Library, CACopyright 1997 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",The Butterfly Lion,5.71,362043,http://ecx.images-amazon.com/images/I/719jsfbcgJL.jpg,Fiction
6754708,Books,"Grade 5-8&ndash;Australian actress Caroline Lee enthusiastically and energetically narrates this recording of Elyne Mitchell's 1958 novel about wild horses (brumbies) in Australia. It is the story of Thowra, a silvery-white brumby, who becomes leader of his own herd over the course of the book, defeating other stallions and evading the men who try to capture him. This fairly realistic horse story occasionally slips into a more fantastical style, such as when the horses converse with each other and with other animals (cows, kangaroos, dingoes) and when Mitchell attributes human emotions and thoughts to Thowra. Lee's voice walks, trots, canters, and gallops through the story, as appropriate to the action. The book is prefaced with an Australian glossary, primarily consisting of descriptions of the local flora and fauna. There are musical cues for the beginning and end of each chapter as well as each side of the tape. Young horse lovers will relish this story.&ndash;Sarah Flowers, Santa Clara County Library, San Jose, CACopyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.--This text refers to theAudio Cassetteedition.",The Silver Brumby (Collins Modern Classics),12.26,4855341,http://ecx.images-amazon.com/images/I/51E67BG9T8L.jpg,Fiction
6755216,Books,"David dreads the upcoming holidays. Usually it means he is sent to camp or on an educational tour. This year, things are worsehis great-aunt and -uncle are confused about the last day of school and must cancel their own trip because they haven't scheduled something for David. Even worse, David finds that he can't seem to do anything right, and is constantly in trouble. Then, while playing in the garden, David unleashes unseen forces from another world; only with the help of the mysterious Luke can he send the forces back to the earth. Summer becomes more interestingLuke can charm David's relatives into letting them do almost anythinguntil David learns that the forces he freed are beyond his control. Loosely based on Norse mythology, this story is a smooth blend of myth and reality, a task that Jones ( A Tale of Time City ) performs with ease and assurance. Ages 12-up.Copyright 1988 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",Eight Days of Luke,5.69,953320,http://ecx.images-amazon.com/images/I/510YS6E8HJL.jpg,Fiction
6863353,Books,,"Russia under the Bolshevik Regime, 1919-1924",11.99,12526234,http://ecx.images-amazon.com/images/I/515SWisL8JL.jpg,History
6917801,Books,"Originally published in hardcover beginning in 1964, these classicmystery/adventure stories feature three boys--Jupiter Jones, Pete Crenshaw, andBob Andrews--who establish a detective firm with the motto 'We InvestigateAnything!' Perfect for summer reading, these suspenseful action stories willappeal to both boys and girls.--This text refers to an out of print or unavailable edition of this title.",The Secret of Terror Castle (Three Investigators),12.82,4351112,,Fiction
7100450,Books,"Praise for ABARAT I illustrated hardback edition:  'ABARAT is more than just a new and major contender.It is(like his earlier book, THE THIEF OF ALWAYS) full of a level of beautiful terror that children are still just able to bear' Independent  'Always creating and always pushing into the furthest reaches of the human mind, he is an artist in every sense of the word.He is the great imaginer of our time 'Quentin Tarantino'You 're eager to love this beautiful, heavy, richly coloured slab of a book. And thankfully it's easy to love...Abarat is a sumptuous and lovely thing.With beautiful pictures of monsters.' The Guardian  'A blend of Alice in Wonderland and The Lion, the Witch and the Wardrobe' Entertainment Weekly 'Embraces the lands of Oz, Wonderland and Narnia' Booklist","Abarat: Days of Magic, Nights of War (Bk.2)",4,531645,http://ecx.images-amazon.com/images/I/51C0AJ2QAVL.jpg,Fiction
7101082,Books,"The latest installment in the Wars of Light and Shadow series,  also the third movement of an inner story arc called the  Alliance of Light, well represents the vast and tangled plot  lines readers have come to expect from this prolific and popular  author. In the first book in the series, Curse of the Mistwraith  (1993), the half-brothers dark Arithon s'Ffalenn and blond  Lysaer s'Ilessid were set against each other by the eponymous  enemy, and now, 30-some years later, they're still going after  each other. This book's action begins in mid-flight during a  winter gale, with Arithon fleeing the walled city Jaelot, where  he's been imprisoned. With him he drags the unwilling peasant  Fionn Areth Caid'an, magically raised as his double to trap him.  Soon they join forces with Dakar the Mad Prophet (whose  prophecies have an erratic track record, though some have been  important), assigned by the Fellowship of Sorcerers to defend  our protagonist. Dakar has supplies and horses ready. Much  geography is traversed with many turgid pages spent attempting  to describe the indescribable effects of magic. Occasionally the  focus moves to Lysaer, with his large retinue of soldiers and  fanatic priests, who in private practice rituals as sorcerous as  the techniques of which they accuse Arithon. While fans have  compared this series to Robert Jordan's extended Wheel of Time  series, newcomers may be put off by the stilted language ('The guard captain's baleful stillness held threat') and the mishmash  of plot.Copyright 2002 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.","Peril's Gate: Third Book of The Alliance of Light(The Wars of Light and Shadow, Book 6)(The Wars of Light and Shadow series)",20,,,Fiction
7101112,Books,"In this splendid fantasy about two warriors, a princess, and a demonic plot, the last is against Princess Anja of Sessalie, whom Commander Taskin thinks has been kidnapped. Captain Mykkael thinks there is more to it than that, but because of his race and mercenary background, he isn't readily believed until civil war threatens to break out in Sessalie. Meanwhile, Princess Anja has fled far away, and Mykkael has to flee for his own life, overtake her, enlist help for her, and finally lead her to safety through the monster-haunted terrain of Hell's Chasm. Once a marriage is arranged into a family of potent sorcerers, Anja can see about saving her realm and family, while Mykkael takes vengeance on the demons who, many years ago, drove him from his homeland and love. Wurts is skillful as ever at world-building and pacing, and her background as an artist shows in the kind of intensely visual writing that makes one wish more fantasy were written by artists.Roland GreenCopyright &# 169;American Library Association.All rights reserved--This text refers to an out of print or unavailable edition of this title.",,5.69,769746,http://ecx.images-amazon.com/images/I/51NNi5JTOcL.jpg,Fiction
7101147,Books,&#x2018;Astonishingly original and compelling&#x2026; A gifted creator of wonder&#x2019;RAYMOND E. FEIST&#x2018;It ought to be illegal for one person to have so much talent&#x2019;STEPHEN DONALDSON,"Traitor's Knot: Fourth Book of The Alliance of Light (The Wars of Light and Shadow, Book 7) (The Wars of Light and Shadow series) (Bk. 4)",5.69,1070011,http://ecx.images-amazon.com/images/I/51h1gmXqQ6L.jpg,Fiction
7101880,Books,'Sheldon is an author working at the height of his power' New York Times 'Fast - moving...engrossing...Sidney Sheldon is a master at giving the public what it wants.' LA Times,The Sky is Falling,8,3098103,http://ecx.images-amazon.com/images/I/21HDCBWJBXL.jpg,Fiction
7102011,Books,"I have always recommended Cobuld dictionaries to my students in the past, and they have usually been very satisfied with the choice. EFL teacher, Dorset I personally find illustrative sentences in Cobuild dictionaries very helpful both to understand the meaning of a word and to learn how to use it correctly. Japanese teacher--This text refers to an out of print or unavailable edition of this title.",Collins Cobuild English Dictionary for Advanced Learners: Major New Edition,42.12,219494,http://ecx.images-amazon.com/images/I/41xeCIzvp6L.jpg,Dictionary
7102216,Books,Gilly Sergiev is a professional artist as well as a witch and this will be beautifully illustrated throughout. Has worked as an artist for many woman's magazines Woman and Woman's Own and the Daily Telegraph. Also has worked as a cartoonist for films including Who Framed Roger Rabbit,5 Easy Steps to Becoming a Witch,40.99,3234677,http://ecx.images-amazon.com/images/I/51CD3VG60CL.jpg,Fiction
7102658,Books,"When a host of magical creatures find their way into the modern world, a young waitress and her father become unlikely heroes in a battle to save not only their own reality but the fabulous lands of the Nine Kingdoms. Writing as Kathryn Wesley, coauthors Kristine Kathryn Rusch and Dean Wesley Smith bring to life a smorgasbord of old fairy tales and nursery rhymes, weaving them into a grand story of love's triumph over fear. Slated to coincide with Hallmark Entertainment's ten-hour miniseries, heavy promotion may engender a sizable demand for this well-written fantasy adventure. [Hallmark Enertaiment Books, a partnership between Hallmark and Kensington Publishing, will publish six books that tie in with Hallmark's 1999/2000 television season.--Ed.]Copyright 2000 Reed Business Information, Inc.--This text refers to theHardcoveredition.",The 10th Kingdom,6.99,761269,http://ecx.images-amazon.com/images/I/51v3AfqnkqL.jpg,Fiction
7103417,Books,"'Leadership and the One Minute Manager ?' teaches strategies that put possibility thinking into action. It's a must for managers and parents.'--Dr.Robert H.Schuller 'There is only one group of people that I wouldn't want to read this book...my competitors. Another winner from the One Minute Manager.'--Harvey B.Mackay 'Simple, smart, and useful--this book demonstrates that leadership competence is attainable by all who truly desire it.'--Warren Bennis 'If you think people are your most important asset, then 'Leadership and the One Minute Manager ?' is for you and your managers.'--Roger Milliken, chairman and CEO, Milliken and Company' 'Leadership and the One Minute Manager(R) 'will provide you with the knowledge you need to build a winning team.'--Tom Managhan, founder, Domino's Pizza, Inc.",Leadership and the One Minute Manager,17.03,267482,http://ecx.images-amazon.com/images/I/51zwZ4VM28L.jpg,Fiction
7103999,Books,"Describing itself as 'A Hip Guide to Modern Witchcraft,' this uninhibited offering from Australian witch, rock diva, model and media personality Horne is pure pop entertainment, reading more like a feature in a fashion magazine than an account of the present-day practice of Wicca. Steeped in girlfriend-to-girlfriend attitude and style, Horne's funky and relentlessly positive prose ('[Eve] was,in fact, a benevolent and switched - on sister....') is liable to infuriate practiced occultists while proving irresistible to young people fascinated by or even just curious about witchcraft. Part memoir and part manual, the book offers snapshots of just about every part of a modern witch's practice, from casting spells and observing Wiccan sabbaths to setting up an altar and practicing 'skyclad ' (or nude)Anot to mention how to make magic with, for and during sex. Although this guidebook can safely be characterized as a lighthearted romp through the practice of witchcraft, it does contain some useful and well-organized reference material, such as a glossary of 'magickal ' herbs, a calendar of the witch's year and a full complement of easy-to-follow spells for love, money and so forth. Occasionally, ethical qualms silence Horne's ready tongue, leading to curiously unusable directives (as in 'Bitchcraft,' the chapter on hexing, where she describes in graphic detail the preparation and abuse of an enemy's effigy, but primly refuses to tell you what to say while you're doing it). Experienced Wiccans and occultists will want to turn to more authoritative sources, but as it stands, this is an appealing introduction for the dabbler, the dreamer and other wide-eyed seekers of modern-day magic. (Jan.) Forecast: From the sexy photo of Horne on its jacket to its overall pop approach and its unusually low price (especially for a hardcover containing color photos), this title promises to be the witchcraft book of 2001. Thorsons is backing it with a three-city author tour and a 60,000 print run. Expect the book to cast a spell on readers, resulting in charmed sales.Copyright 2000 Reed Business Information, Inc.",Witch: A Magikal Journey- A Hip Guide to Modern Witchcraft,13.3,1800090,http://ecx.images-amazon.com/images/I/514MPBTXP9L.jpg,Fiction
7104065,Books,"'Over 90% of Susan Hepburn's clients have found her techniques 100% successful. Now her unique formula is bought to you in this book and CD'Play the CD once only and become a non-smoker in one hour. You will find there are no side-effects, no cravings and no gimmicks.You will feel:&#x2022; NO DESIRE FOR A CIGARETTE&#x2022; NO WITHDRAWAL SYMPTOMS&#x2022; NO IRRITABILITY&#x2022; NO URGE TO SNACK BETWEEN MEALSThis formula works regardless of how many years you have smoked or how many a day.This formula is not reliant upon your having the willpower to give up smoking but you 'do ' need to want to give up. It won't work if you 're trying because someone else wants you to.SUSAN HEPBURN is an accredited hypnotherapist and psychotherapist. She has successfully treated many thousands of smokers (now non-smokers) over the past 14 years at her clinic in London's Harley street.'Part of the proceeds from this book will be donated to ASH by Susan Hepburn.'",,14.56,,,Fiction
7105150,Books,"Kate West is the author of The Real Witches' Handbook and The Real Witches' Kitchen. She is Media Officer for The Children of Artemis and High Priestess of the Hearth of Hecate, which runs a popular email support and enquiry service for Witches around the world. A practising Wiccan for over 30 years, she has excellent international contacts.",The Real Witches Handbook,14.63,676695,http://ecx.images-amazon.com/images/I/61cjtj1GYJL.jpg,Fiction
7106246,Books,"The trouble begins with a leaky roof in the sequel to Duck in a Truck, Fix-It Duck by Jez Alborough, and follows the, er, handy quacker on a series of missteps.Copyright 2002 Cahners Business Information, Inc.--This text refers to theHardcoveredition.",Fix-it Duck (Duck in the Truck),6.29,2290530,http://ecx.images-amazon.com/images/I/61C00K0FXPL.jpg,Fiction
7107927,Books,"Ken Blanchard is the founder and Chairman of The Ken Blanchard Companies. His One Minute Manager series has sold over 18 million copies and been translated into more than 25 languages. He has also written or co-authored numerous other books, including Gung Ho!, Big Bucks! and Raving Fans!. The Blanchards currently live in San Diego.           Spencer Johnson is an internationally bestselling author whose books help millions of people discover simple truths they can use to have healthier lives with more success and less stress. His many bestsellers include The One Minute Manager (with Ken Blanchard), The One Minute Sales Person, Yes or No and Who Moved My Cheese?.",The One Minute Manager,14.76,57676,http://ecx.images-amazon.com/images/I/71q3yJ4TDlL.jpg,Fiction
7107951,Books,"Artists the world over have endeavored to capture the essence of J.R.R. Tolkien&#8217;s Middle&#8211;earth: the passion and heroism of the characters, the heart&#8211;stopping drama of the action, the mythic grandeur of Middle&#8211;earth itself. Few have succeeded. Pre&#8211;eminent among those who have is John Howe. Now, inMyth and Magic,which features 250 of his paintings and sketches, we are offered a splendid gallery of his work, including all the Tolkien pieces as well as a selection of his other fantasy paintings. From the beloved picture of &#8220;Smaug&#8221; that adornsThe Hobbitto the spectacular images that appear on best&#8211;selling novels, this collection will delight both Tolkien fans and all who have been captivated by one of the finest fantasy artists in the world.",Myth and Magic: The Art of John Howe,22.79,350678,http://ecx.images-amazon.com/images/I/51v%2BuHKHLrL.jpg,Education
7109601,Books,"'Hugely entertaining, beguiling and atmospheric' Observer (Books of the Year) 'A wonderful book, richly composed and beautifully written, an enthralling read from start to finish ' The Times (Top Ten Crime Novels of the Decade) 'Creates an atmosphere close to Sarah Waters' Fingersmith...Deeply absorbing and beautifully written ' Independent 'A most artful and delightful book, that will both amuse and chill, and it will have you desperate to search out a quiet corner to continue your acquaintance with it'Daily Telegraph(Books of the Year)",,22,,,Fiction
7110014,Books,Recommended. (Romantic Times),THEODORA'S DIARY,26.06,3030046,http://ecx.images-amazon.com/images/I/51FxZCWTCKL.jpg,Fiction
7111347,Books,"'The thing about madness was, it just took so damn much energy, and it  was so thoroughly tedious in the meantime.'Master woodworker Rae Newborn knows madness intimately, with every bone, every pore, every particle of her being.At 52, with three suicide attempts, extended hospitalizations, the death of her husband and daughter, and a vicious attack behind her, Rae has come to Folly Island, far out in the Straits of Juan de Fuca, to rebuild her life by building a house: She would pull herself together, she would go and rebuild Desmond's house, she would lift his walls and dwell within them quietly all the rest of her days.  Everything that House was lay there waiting for her to take it up: House as shelter, House as permanence, House as a continuation and a legacy, comfort and challenge, safety and beauty, symbol and reality joined as one.Bequeathed to Rae by Desmond Newborn, a great-uncle she never met, Folly Island is lovely indeed.  But when Rae discovers Desmond's journal in the 70 - year - old ruins of his house, she learns that Desmond had his own internal horrors to confront on the island.As she labors in solitude, her prickly nature deterring all but the most determined of her would - be neighbors, it's not just her well-being that's at stake.Rae must prove herself sane if she is to have any contact with her beloved granddaughter Petra.So when the 'skin-crawling feeling of being watched' doesn't fade, she does her best to ignore it. But does paranoia have its roots in reality? And is Rae doomed to repeat her ancestor's tragic end ? So effectively does King weave together past and present--the shrouded history of Desmond 's life and death on Folly, and the tense, dusty, exhilaratingly panicky account of Rae's wrestling with old demons and new timber--that the future seems less important than the author might have wished.In other words, the eventual unmasking of Rae's watcher pales in comparison to the gradual revelation of Rae herself within King's haunted and haunting narrative.But with such a strong character and such moodily lovely prose, readers shouldn't miss the denouement-driven trappings of standard suspense.--Kelly Flynn--This text refers to theHardcoveredition.",Folly,9.99,5162376,http://ecx.images-amazon.com/images/I/41YATB2CJYL.jpg,Fiction
7111444,Books,"' Richard Scarry's brilliant books are full of wonder and mayhem, and have been a favourite of children for generations.'Junior Magazine--This text refers to an alternateHardcoveredition.",,11.25,,,Fiction
7111509,Books,"'Required reading.' Books 'Distinctly worthwhile.' New York Times 'Sherlock Holmes, John Thorndyke, Father Brown and even Poirot are amiably parodied, and once or twice the solution as well as the dialogue is deliberately facetious.'Times Literary Supplement ",,14.23,,,Fiction
7112521,Books,"Praise for Megan Lindholm: 'A bright new talent in the fantasy field ' Charles de Lint 'Lindholm has created a refreshingly different magic ' Locus 'Fascinating, absorbing and well written ' Fantasy Review",Harpy's Flight,6.4,1020426,http://ecx.images-amazon.com/images/I/5171WHY6Z4L.jpg,Fiction
